Name,Address,city,country,phone,email,website,facebook,instagram,twitter,googlemap,license,mon,tue,wed,thu,fri,sat,sun,image,Online_Shop,StoreFront,Recreational,Medical,Curbside_Pickup,Accessible,Security
Elevated Cannabis - North York,3205 Dufferin Street,"North York, ON CA M6A 2T2",Canada,4167874444,info@elevatedcannabis.ca,http://www.elevatedcannabis.ca/,,,,https://www.google.com/maps/dir/?api=1&destination=3205%20Dufferin%20Street%20North%20York%2C%20ON%20CA%20M6A%202T2,Adult-Use Retail: CRSA1205592,11:00AM - 11:00PM,11:00AM - 11:00PM,11:00AM - 11:00PM,11:00AM - 11:00PM,11:00AM - 11:00PM,11:00AM - 11:00PM,11:00AM - 11:00PM,Y,Y,,,,,,https://images.weedmaps.com/dispensaries/000/309/577/avatar/1632409210-elevated_icon1_cmyk.png?fit=crop&auto=format&w=140&h=140
Flower Pot - Dundas St W,1006 Dundas Street West,"Toronto, ON CA M6J 1W6",Canada,(416) 533-9150,sasha@flowerpotcannabis.ca,https://flowerpotcannabis.ca/,https://www.facebook.com/FlowerPotCanna,https://www.instagram.com/flowerpot.dundas,https://twitter.com/flowerpotcanna,https://www.google.com/maps/dir/?api=1&destination=1006%20Dundas%20Street%20West%20Toronto%2C%20ON%20CA%20M6J%201W6,Adult-Use Retail: CRSA1172544,11:00AM - 8:00PM,11:00AM - 8:00PM,11:00AM - 8:00PM,11:00AM - 10:00PM,11:00AM - 10:00PM,11:00AM - 10:00PM,11:00AM - 8:00PM,Y,Y,,,Y,,,https://images.weedmaps.com/dispensaries/000/305/677/avatar/1609173975-FLOWERPOT_LOGO1_JPG.jpg?fit=crop&auto=format&w=140&h=140
Take Me Home Cannabis,3257 Dufferin Street,"North York, ON CA M6A2T2",Canada,416-785-7493,tmhcannabis@gmail.com,http://www.tmhcannabis.com/,,https://www.instagram.com/tmhctoronto,,https://www.google.com/maps/dir/?api=1&destination=3257%20Dufferin%20Street%20North%20York%2C%20ON%20CA%20M6A2T2,Adult-Use Retail: CRSA1180013,10:00AM - 10:30PM,10:00AM - 10:30PM,10:00AM - 10:30PM,10:00AM - 10:30PM,10:00AM - 10:30PM,10:00AM - 10:30PM,10:00AM - 9:00PM,Y,Y,,,Y,,,https://images.weedmaps.com/dispensaries/000/308/012/avatar/1618855879-Screen_Shot_2021-04-19_at_2.10.45_PM.png?fit=crop&auto=format&w=140&h=140
Alchemy,2464 Dufferin Street,"Toronto, ON CA M6B3P8",Canada,4167878420,info@alchemycannaco.com,http://www.alchemycannaco.com/,,,https://www.facebook.com/?view_public_for=107988740691822,https://www.google.com/maps/dir/?api=1&destination=2464%20Dufferin%20Street%20Toronto%2C%20ON%20CA%20M6B3P8,Adult-Use Retail: 1178897,11:00AM - 8:00PM,11:00AM - 8:00PM,11:00AM - 8:00PM,11:00AM - 8:00PM,11:00AM - 8:00PM,11:00AM - 8:00PM,11:00AM - 7:00PM,Y,Y,,,Y,,,https://images.weedmaps.com/dispensaries/000/302/939/avatar/1596662707-Graphic_Element_RGB.png?fit=crop&auto=format&w=140&h=140
Stickynuggz Inc,171 Fort York Blvd,"Toronto, ON CA M5V 0C7",Canada,(647) 782 6178,fortyork@stickynuggzinc.com,http://www.stickynuggzinc.ca/,,,,https://www.google.com/maps/dir/?api=1&destination=171%20Fort%20York%20Blvd%20Toronto%2C%20ON%20CA%20M5V%200C7,Adult-Use Retail: CRSA1191216,9:00AM - 11:00PM,9:00AM - 11:00PM,9:00AM - 11:00PM,9:00AM - 11:00PM,9:00AM - 11:00PM,9:00AM - 11:00PM,9:00AM - 11:00PM,Y,Y,,,Y,,,https://images.weedmaps.com/dispensaries/000/319/238/avatar/1654620487-sticky_nuggz_inc_logo_outlined_v3__1_1024_1.jpg?fit=crop&auto=format&w=140&h=140
Value Buds - Katz Korner,3300 Dufferin St,"Toronto, ON CA M6A 2T5",Canada,(416) 783-0419,2040013store@valuebuds.com,https://valuebuds.com/,,https://www.instagram.com/valuebudscanada,https://twitter.com/value_buds,https://www.google.com/maps/dir/?api=1&destination=3300%20Dufferin%20St%20Toronto%2C%20ON%20CA%20M6A%202T5,Adult-Use Retail: CRSA1206371,10:00AM - 10:00PM,10:00AM - 10:00PM,10:00AM - 10:00PM,10:00AM - 10:00PM,10:00AM - 10:00PM,10:00AM - 10:00PM,10:00AM - 10:00PM,Y,Y,,,,,,https://images.weedmaps.com/dispensaries/000/313/987/avatar/1639148293-value-buds_1920x1920_.jpeg?fit=crop&auto=format&w=140&h=140
Tokyo Smoke - 979 Bloor Street W,979 Bloor St W,"Toronto, ON CA M6H 1L7",Canada,(416) 366-6866,askbob@tokyosmoke.com,https://stores.tokyosmoke.com/on/toronto/979-bloor-street-west,,,,https://www.google.com/maps/dir/?api=1&destination=979%20Bloor%20St%20W%20Toronto%2C%20ON%20CA%20M6H%201L7,,9:00AM - 8:00PM,9:00AM - 8:00PM,9:00AM - 8:00PM,9:00AM - 8:00PM,9:00AM - 8:00PM,9:00AM - 8:00PM,9:00AM - 8:00PM,Y,Y,,,,,,https://images.weedmaps.com/dispensaries/000/306/323/avatar/1628791526-yonge.jpeg?fit=crop&auto=format&w=140&h=140
THE POT SPOT - 1860B Eglinton Ave West,1860B Eglinton Ave West,"Toronto, ON CA M6E 2J4",Canada,416-546-9808,thepotspottoronto@gmail.com,http://www.thepotspottoronto.com/,https://www.facebook.com/THEPOTSPOTTORONTO,https://www.instagram.com/thepotspottoronto,https://twitter.com/potspottoronto,https://www.google.com/maps/dir/?api=1&destination=1860B%20Eglinton%20Ave%20West%20Toronto%2C%20ON%20CA%20M6E%202J4,Adult-Use Retail: CRSA1185374,10:00AM - 10:00PM,10:00AM - 10:00PM,10:00AM - 10:00PM,10:00AM - 10:00PM,10:00AM - 10:00PM,10:00AM - 10:00PM,10:00AM - 10:00PM,Y,Y,,,Y,,,https://images.weedmaps.com/dispensaries/000/306/414/avatar/1611264949-Instagram_Thumbnail_-_Pot_Spot.PNG?fit=crop&auto=format&w=140&h=140
Trinity Flower Cannabis,890 Queen Street West,"Toronto, ON CA M6J 1G3",Canada,416-551-9994,contact@trintiyflower.ca,http://www.trinityflower.ca/,,https://www.instagram.com/trinityflowercannabis,,https://www.google.com/maps/dir/?api=1&destination=890%20Queen%20Street%20West%20Toronto%2C%20ON%20CA%20M6J%201G3,Adult-Use Retail: CROL1189387,4:00PM - 10:00PM,4:00PM - 10:00PM,4:00PM - 10:00PM,2:00PM - 10:00PM,12:00PM - 8:00PM,12:00PM - 8:00PM,,Y,Y,,,Y,,,https://images.weedmaps.com/dispensaries/000/308/031/avatar/1642039098-wwwtrinityflowerca__2_.jpg?fit=crop&auto=format&w=140&h=140
Yerba Buena Cannabis,910 Sheppard Ave West,"Toronto, ON CA M3H 2T6",Canada,4166355663,info@ybcannabis.com,http://www.ybcannabis.com/,https://www.facebook.com/YerbaBuenaOfficial,https://www.instagram.com/ybcannabis,,https://www.google.com/maps/dir/?api=1&destination=910%20Sheppard%20Ave%20West%20Toronto%2C%20ON%20CA%20M3H%202T6,Adult-Use Retail: CRSA1194031,9:00AM - 11:00PM,9:00AM - 11:00PM,9:00AM - 11:00PM,9:00AM - 11:00PM,9:00AM - 11:00PM,10:00AM - 11:00PM,10:00AM - 11:00PM,Y,Y,,,Y,,,https://images.weedmaps.com/dispensaries/000/307/784/avatar/1617327433-logo1.png?fit=crop&auto=format&w=140&h=140
Cannabis Street - Eglinton W,"1982 Eglinton Ave, West","Toronto, ON CA M6E 2J9",Canada,416-901-3445,hi@cannabisstreet.ca,https://cannabisstreet.ca/,,https://www.instagram.com/@cannabisstreet1982,,https://www.google.com/maps/dir/?api=1&destination=1982%20Eglinton%20Ave%2C%20West%20Toronto%2C%20ON%20CA%20M6E%202J9,Adult-Use Retail: CRSA1190125,10:00AM - 10:00PM,10:00AM - 10:00PM,10:00AM - 10:00PM,10:00AM - 10:00PM,10:00AM - 10:00PM,10:00AM - 10:00PM,10:00AM - 10:00PM,Y,Y,,,,,,https://images.weedmaps.com/dispensaries/000/309/197/avatar/1623844144-cannabisstreet.jpeg?fit=crop&auto=format&w=140&h=140
Green Merchant - 1077 Bloor St W,1077 Bloor St W,"Toronto, ON CA M6H 1M5",Canada,416-792-4900,bloor@mygreenmerchant.com,https://mygreenmerchant.com/,https://www.facebook.com/MyGreenMerchant,https://www.instagram.com/greenmerchantbloorcourt,,https://www.google.com/maps/dir/?api=1&destination=1077%20Bloor%20St%20W%20Toronto%2C%20ON%20CA%20M6H%201M5,Adult-Use Retail: CRSA1191723,10:30AM - 9:00PM,10:30AM - 9:00PM,10:30AM - 9:00PM,10:30AM - 10:30PM,10:30AM - 10:30PM,10:30AM - 10:30PM,10:30AM - 9:00PM,Y,Y,,,Y,,,https://images.weedmaps.com/dispensaries/000/304/317/avatar/1658262017-untitled_design.png?fit=crop&auto=format&w=140&h=140
Local Products Cannabis - The Cannabis Store,704 Wilson Ave,"North York, ON CA M3K 1E1",Canada,416-546-4112,sales@localproductscannabis.com,http://www.localproductscannabis.com/,,,,https://www.google.com/maps/dir/?api=1&destination=704%20Wilson%20Ave%20North%20York%2C%20ON%20CA%20M3K%201E1,Adult-Use Retail: CRSA1188388,11:00AM - 8:00PM,11:00AM - 8:00PM,11:00AM - 8:00PM,11:00AM - 8:00PM,11:00AM - 8:00PM,11:00AM - 8:00PM,11:00AM - 8:00PM,Y,Y,,,,,,https://images.weedmaps.com/dispensaries/000/314/527/avatar/1643903326-local_products_logo__1_.png?fit=crop&auto=format&w=140&h=140
Welcome Toronto,1227 Dundas Street West,"Toronto, ON CA M6J1X6",Canada,4166720343,toronto@welcomecannabis.ca,https://welcomecannabis.ca/,,https://www.instagram.com/welcomecannabis,,https://www.google.com/maps/dir/?api=1&destination=1227%20Dundas%20Street%20West%20Toronto%2C%20ON%20CA%20M6J1X6,Adult-Use Retail: CRSA1172487,12:00PM - 6:00PM,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 8:00PM,11:00AM - 6:00PM,,Y,Y,,,Y,,,https://images.weedmaps.com/dispensaries/000/303/959/avatar/1597345121-Screen_Shot_2020-08-13_at_2.51.18_PM.png?fit=crop&auto=format&w=140&h=140
Junction Cannabis,1220A Dupont St,"Toronto, ON CA M6H2A4",Canada,647-271-7737,junctioncannabis@yahoo.com,http://junctioncannabis.com/,,https://www.instagram.com/junctioncannabis,,https://www.google.com/maps/dir/?api=1&destination=1220A%20Dupont%20St%20Toronto%2C%20ON%20CA%20M6H2A4,Adult-Use Retail: CRSA1203895,12:00PM - 8:00PM,12:00PM - 8:00PM,12:00PM - 8:00PM,12:00PM - 8:00PM,12:00PM - 9:00PM,12:00PM - 9:00PM,12:00PM - 8:00PM,Y,Y,,,,,,https://images.weedmaps.com/dispensaries/000/314/714/avatar/1644001577-junction_cannabis.jpeg?fit=crop&auto=format&w=140&h=140
6 of Spade,1278 Dundas Street West,"Toronto, ON CA M6J 1X7",Canada,(416)-588-1667,hello@6ofspade.com,http://6ofspade.com/,,https://www.instagram.com/6of_spade,,https://www.google.com/maps/dir/?api=1&destination=1278%20Dundas%20Street%20West%20Toronto%2C%20ON%20CA%20M6J%201X7,Adult-Use Retail: CRSA1203851,11:00AM - 9:00PM,11:00AM - 9:00PM,11:00AM - 9:00PM,11:00AM - 11:00PM,11:00AM - 11:00PM,11:00AM - 11:00PM,12:00PM - 7:00PM,Y,Y,,,Y,,,https://images.weedmaps.com/dispensaries/000/310/691/avatar/1631632947-screen_shot_2021-08-25_at_85351_pm.png?fit=crop&auto=format&w=140&h=140
Purple Moose Cannabis - Bathurst St,5984 Bathurst Street,"North York, ON CA M2R 1Z1",Canada,6472589957,bathurstst@purplemoosecannabis.com,https://purplemoosecannabis.com/locations/north-york-dispensary/,,,,https://www.google.com/maps/dir/?api=1&destination=5984%20Bathurst%20Street%20North%20York%2C%20ON%20CA%20M2R%201Z1,Adult-Use Retail: CRSA1192185,9:00AM - 10:00PM,9:00AM - 10:00PM,9:00AM - 10:00PM,9:00AM - 10:00PM,9:00AM - 7:30PM,9:00AM - 10:00PM,,Y,Y,,,Y,,,https://images.weedmaps.com/dispensaries/000/315/580/avatar/1655118517-pmc.jpeg?fit=crop&auto=format&w=140&h=140
Wonder Pot,2100 Eglinton Ave W,"York, ON CA M6E 2K7",Canada,416-781-4320,2100Support@wonderpot.ca,https://www.wonderpot.ca/,,https://www.instagram.com/WonderPotCA,https://twitter.com/WonderPotCA,https://www.google.com/maps/dir/?api=1&destination=2100%20Eglinton%20Ave%20W%20York%2C%20ON%20CA%20M6E%202K7,,10:45AM - 9:00PM,10:45AM - 9:00PM,10:45AM - 8:00PM,10:45AM - 9:00PM,10:45AM - 9:00PM,10:45AM - 8:00PM,11:45AM - 6:00PM,Y,Y,,,Y,,,https://images.weedmaps.com/dispensaries/000/309/101/avatar/1623386023-logo_for_social_media_square.png?fit=crop&auto=format&w=140&h=140
Sticky Icky Cannabis,1350 St Clair Ave W.,"Toronto, On CA M6E 1C4",Canada,416-792-5011,info@stickyickycannabisdispensary.com,https://stickyickycannabisdispensary.com/,https://www.facebook.com/Sticky-Icky-Cannabis-Dispensary-103968068552000,https://www.instagram.com/stickyickydispensary,,https://www.google.com/maps/dir/?api=1&destination=1350%20St%20Clair%20Ave%20W.%20Toronto%2C%20On%20CA%20M6E%201C4,Adult-Use Retail: CRSA1192521,10:00AM - 10:00PM,10:00AM - 10:00PM,10:00AM - 10:00PM,10:00AM - 10:00PM,10:00AM - 10:00PM,10:00AM - 10:00PM,10:00AM - 10:00PM,Y,Y,,,,,,https://images.weedmaps.com/dispensaries/000/309/448/avatar/1626203749-sticky_icky_vertical.jpg?fit=crop&auto=format&w=140&h=140
FIKA Local Herbal Goods - Dufferin Mall,900 Dufferin St. Unit 38,"Toronto, ON CA M6H 4A9",Canada,1-647-691-7611,hello@fikasupply.com,https://fikasupply.com/,,https://www.instagram.com/fikaherbalgoods,,https://www.google.com/maps/dir/?api=1&destination=900%20Dufferin%20St.%20Unit%2038%20Toronto%2C%20ON%20CA%20M6H%204A9,Adult-Use Retail: CRSA1213846,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 9:00PM,11:00AM - 6:00PM,Y,Y,,,Y,,,https://images.weedmaps.com/dispensaries/000/313/789/avatar/1658775223-fika_local_cannabis_logo_-_400x400_weedmaps.png?fit=crop&auto=format&w=140&h=140
Queen of Bud,1036 Queen St W,"Toronto, ON CA M6J 1H7",Canada,416 516 9999,info@queenofbud.ca,http://www.queenofbud.ca/,,,,https://www.google.com/maps/dir/?api=1&destination=1036%20Queen%20St%20W%20Toronto%2C%20ON%20CA%20M6J%201H7,Adult-Use Retail: CRSA1172682,12:30PM - 7:45PM,11:00AM - 9:45PM,11:00AM - 9:45PM,11:00AM - 9:45PM,11:00PM - 10:45PM,11:00AM - 9:45PM,12:00PM - 7:45PM,Y,Y,,,Y,,,https://images.weedmaps.com/dispensaries/000/306/681/avatar/1612296701-QueenofBud-White.jpg?fit=crop&auto=format&w=140&h=140
Insalata Cannabis Market,1331 St Clair W,"Toronto, ON CA M5A 2T3",Canada,0000000,nonenone@gmail.com,,,,,https://www.google.com/maps/dir/?api=1&destination=1331%20St%20Clair%20W%20Toronto%2C%20ON%20CA%20M5A%202T3,,10:00AM - 10:00PM,10:00AM - 10:00PM,10:00AM - 10:00PM,10:00AM - 10:00PM,10:00AM - 10:00PM,10:00AM - 10:00PM,10:00AM - 10:00PM,Y,Y,,,Y,,,https://images.weedmaps.com/static/placeholders/weedmaps-logo.jpg?fit=crop&auto=format&w=140&h=140
Dimes Cannabis - 1048 Queen Street W,1048 Queen Street West,"Toronto, ON CA M6J 1H7",Canada,416-516-7250,hi@dimescannabis.com,http://dimescannabis.com/,,https://www.instagram.com/@dimescannabis,,https://www.google.com/maps/dir/?api=1&destination=1048%20Queen%20Street%20West%20Toronto%2C%20ON%20CA%20M6J%201H7,Adult-Use Retail: CRSA1173243,11:00AM - 6:00PM,11:00AM - 8:00PM,11:00AM - 8:00PM,11:00AM - 8:00PM,11:00AM - 8:00PM,11:00AM - 8:00PM,11:00AM - 6:00PM,Y,Y,,,Y,,,https://images.weedmaps.com/dispensaries/000/306/192/avatar/1609972878-WM_Logo__002_.jpg?fit=crop&auto=format&w=140&h=140
Axes Smoke - 1050 Queen St W,1050 Queen Street West,"Toronto, ON CA M6J 1H7",Canada,(416) 792-6615,info@axessmoke.com,http://axessmoke.com/,,https://www.instagram.com/axessmoke,,https://www.google.com/maps/dir/?api=1&destination=1050%20Queen%20Street%20West%20Toronto%2C%20ON%20CA%20M6J%201H7,Adult-Use Retail: CRSA1174409,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 10:00PM,10:00AM - 9:00PM,10:00AM - 10:00PM,10:00AM - 10:00PM,12:00PM - 8:00PM,Y,Y,,,Y,,,https://images.weedmaps.com/dispensaries/000/304/044/avatar/1599616157-LOGO_Axes_SMOKE.ai1.png1.png?fit=crop&auto=format&w=140&h=140
Dynasty Pot Shop,1086 Queen St W,"Toronto, ON CA M6J 1H8",Canada,416 516 0668,hi@dynastypotshop.com,,,,,https://www.google.com/maps/dir/?api=1&destination=1086%20Queen%20St%20W%20Toronto%2C%20ON%20CA%20M6J%201H8,,11:00AM - 7:00PM,11:00AM - 7:00PM,11:00AM - 7:00PM,11:00AM - 7:00PM,11:00AM - 7:00PM,11:00AM - 7:00PM,11:00AM - 7:00PM,Y,Y,,,Y,,,https://images.weedmaps.com/static/placeholders/weedmaps-logo.jpg?fit=crop&auto=format&w=140&h=140
Yerba Buena Cannabis - College St.,1111 College Street,"Toronto, ON CA M6H 1B4",Canada,(416) 516-0811,info@ybcannabis.com,http://www.ybcannabis.com/,https://www.facebook.com/yerbabuenacannabis,https://www.instagram.com/@ybcannabis,,https://www.google.com/maps/dir/?api=1&destination=1111%20College%20Street%20Toronto%2C%20ON%20CA%20M6H%201B4,Adult-Use Retail: CRSA1204267,10:00AM - 11:00PM,10:00AM - 11:00PM,10:00AM - 11:00PM,10:00AM - 11:00PM,10:00AM - 1:00AM,10:00AM - 1:00AM,10:00AM - 11:00PM,Y,Y,,,,,,https://images.weedmaps.com/dispensaries/000/310/611/avatar/1630435264-logo1.png?fit=crop&auto=format&w=140&h=140
Nomade Cannabis,1428 Dundas St W,"Toronto, ON CA M6J 1Y5",Canada,6474010030,info@nomadecannabis.com,http://www.nomadecannabis.com/,,https://www.instagram.com/nomadecan,https://twitter.com/nomadecannabis,https://www.google.com/maps/dir/?api=1&destination=1428%20Dundas%20St%20W%20Toronto%2C%20ON%20CA%20M6J%201Y5,Adult-Use Retail: CRSA1250751,10:00AM - 11:00PM,10:00AM - 11:00PM,10:00AM - 11:00PM,10:00AM - 11:00PM,10:00AM - 11:00PM,10:00AM - 11:00PM,10:00AM - 11:00PM,Y,Y,,,Y,,,https://images.weedmaps.com/dispensaries/000/323/745/avatar/1663090426-logo-leafly.png?fit=crop&auto=format&w=140&h=140
Cozy Cannabis,1428 Dundas St W,"Toronto, ON CA M6J 1Y5",Canada,(647) 772-7380,christian@cozycannabis.ca,http://cozycannabis.ca/,,,,https://www.google.com/maps/dir/?api=1&destination=1428%20Dundas%20St%20W%20Toronto%2C%20ON%20CA%20M6J%201Y5,Adult-Use Retail: CRSA1185570,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 10:00PM,10:00AM - 10:00PM,10:00AM - 10:00PM,10:00AM - 9:00PM,Y,Y,,,Y,,,https://images.weedmaps.com/dispensaries/000/306/333/avatar/1609959505-Cozy_Social_Logo.jpg?fit=crop&auto=format&w=140&h=140
Cann Shop,115 Orfus Road,"North York, ON CA M6A 1M4",Canada,647-352-2266,hello@cannshop.com,http://cannshop.com/,,,https://www.facebook.com/CannShopCA,https://www.google.com/maps/dir/?api=1&destination=115%20Orfus%20Road%20North%20York%2C%20ON%20CA%20M6A%201M4,,11:00AM - 8:00PM,11:00AM - 8:00PM,11:00AM - 8:00PM,11:00AM - 8:00PM,11:00AM - 8:00PM,11:00AM - 8:00PM,11:00AM - 8:00PM,Y,Y,,,Y,,,https://images.weedmaps.com/dispensaries/000/307/467/avatar/1616617519-CannShop_Reduced_Logo.png?fit=crop&auto=format&w=140&h=140
Choom Cannabis Co. Liberty Village,61 Hanna Ave #3,"Toronto, ON CA M6K 3N7",Canada,(647) 250-7747,info@choom.ca,https://choom.ca/shop/21,,,,https://www.google.com/maps/dir/?api=1&destination=61%20Hanna%20Ave%20%233%20Toronto%2C%20ON%20CA%20M6K%203N7,,,,,,,,,Y,Y,,,,,,https://images.weedmaps.com/dispensaries/000/310/374/avatar/1629824924-choom_logo.png?fit=crop&auto=format&w=140&h=140
Shivaa's Rose,457 St Clarens Ave,"Toronto, ON CA M6H 1N6",Canada,416-619-7673,Hello@ShivaasRose.com,http://www.shivaasrose.com/,,,https://www.facebook.com/shivaasrose,https://www.google.com/maps/dir/?api=1&destination=457%20St%20Clarens%20Ave%20Toronto%2C%20ON%20CA%20M6H%201N6,Adult-Use Retail: CRSA1172634,9:00AM - 11:00PM,9:00AM - 11:00PM,9:00AM - 11:00PM,9:00AM - 11:00PM,9:00AM - 11:00PM,9:00AM - 11:00PM,9:00AM - 11:00PM,Y,Y,,,Y,,,https://images.weedmaps.com/dispensaries/000/306/225/avatar/1616776622-LKschischang-20210203-ShivaasRose-0037.JPG?fit=crop&auto=format&w=140&h=140
Canna Savanna,1149 Queen St West,"Toronto, ON CA M6J 1J4",Canada,416-792-7420,info@cannasavanna.ca,http://www.cannasavanna.ca/,,,https://www.instagram.com/cannasavanna.to,https://www.google.com/maps/dir/?api=1&destination=1149%20Queen%20St%20West%20Toronto%2C%20ON%20CA%20M6J%201J4,Adult-Use Retail: CSRA1196196,10:00AM - 10:00PM,10:00AM - 10:00PM,10:00AM - 10:00PM,10:00AM - 11:00PM,10:00AM - 11:00PM,10:00AM - 11:00PM,10:00AM - 10:00PM,Y,Y,,,Y,,,https://images.weedmaps.com/dispensaries/000/314/096/avatar/1640117722-canna_savanna.png?fit=crop&auto=format&w=140&h=140
Flowertopia Cannabis,1278 Bloor St W,"Toronto, ON CA M6H 1N8",Canada,416-792-7400,manager@flowertopia.ca,https://flowertopia.ca/,,,https://twitter.com/@flowertopiacan,https://www.google.com/maps/dir/?api=1&destination=1278%20Bloor%20St%20W%20Toronto%2C%20ON%20CA%20M6H%201N8,Adult-Use Retail: CRSA1210281,10:00AM - 10:00PM,10:00AM - 10:00PM,10:00AM - 10:00PM,10:00AM - 10:00PM,10:00AM - 10:00PM,10:00AM - 10:00PM,10:00AM - 10:00PM,Y,Y,,,,,,https://images.weedmaps.com/dispensaries/000/314/114/avatar/1640051762-screen_shot_2021-12-20_at_85455_pm.png?fit=crop&auto=format&w=140&h=140
Ameri Eglinton,Englinton,"York, ON CA M6E 2L3",Canada,(416) 783-7171,info@ameri.com,https://www.amerihempire.com/index.html,,,,https://www.google.com/maps/dir/?api=1&destination=Englinton%20York%2C%20ON%20CA%20M6E%202L3,,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,11:00AM - 7:00PM,Y,Y,,,Y,,,https://images.weedmaps.com/dispensaries/000/304/722/avatar/1602795431-Screen_Shot_2020-10-15_at_4.38.47_PM.png?fit=crop&auto=format&w=140&h=140
Mani's Toke,1164 Queen St. W.,"Toronto, ON CA M6J 1J5",Canada,416-536-7777,customerservice@manistoke.com,http://www.manistoke.com/,,,https://www.instagram.com/manistokeshop,https://www.google.com/maps/dir/?api=1&destination=1164%20Queen%20St.%20W.%20Toronto%2C%20ON%20CA%20M6J%201J5,Adult-Use Retail: CRSA1179213,9:00AM - 11:00PM,9:00AM - 11:00PM,9:00AM - 11:00PM,9:00AM - 11:00PM,9:00AM - 11:00PM,9:00AM - 11:00PM,9:00AM - 11:00PM,Y,Y,,,Y,,,https://images.weedmaps.com/dispensaries/000/305/265/avatar/1607462480-logo.jpg?fit=crop&auto=format&w=140&h=140
Ghost Drops Toronto,1184 Queen Street West,"Toronto, ON CA M6J 1J5",Canada,(647) 345-4444,info@ghostdrops.com,http://www.ghostdrops.com/,,,https://twitter.com/ghostdrops_?lang=en,https://www.google.com/maps/dir/?api=1&destination=1184%20Queen%20Street%20West%20Toronto%2C%20ON%20CA%20M6J%201J5,Adult-Use Retail: CRSA1190348,11:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 8:00PM,10:00AM - 8:00PM,11:00AM - 8:00PM,Y,Y,,,,,,https://images.weedmaps.com/dispensaries/000/317/472/avatar/1649952332-gd.png?fit=crop&auto=format&w=140&h=140
Tokyo Smoke - 1180 Queen St W,1180 Queen Street West,"Toronto, ON CA M6J 1J4",Canada,647-341-8688,info@tokyosmoke.com,https://stores.tokyosmoke.com/on/toronto/1180-queen-street-west,,,,https://www.google.com/maps/dir/?api=1&destination=1180%20Queen%20Street%20West%20Toronto%2C%20ON%20CA%20M6J%201J4,,9:00AM - 8:00PM,9:00AM - 8:00PM,9:00AM - 8:00PM,9:00AM - 8:00PM,9:00AM - 8:00PM,9:00AM - 8:00PM,9:00AM - 8:00PM,Y,Y,,,Y,,,https://images.weedmaps.com/dispensaries/000/301/835/avatar/1628791290-dominon.jpeg?fit=crop&auto=format&w=140&h=140
Green Merchant - 139 Jefferson Ave,"139 Jefferson Ave, Unit G","Toronto, ON CA M6K 3E4",Canada,(416) 588-1000,info@mygreenmerchant.com,https://mygreenmerchant.com/,,,https://www.instagram.com/@mygreenmerchant.ca,https://www.google.com/maps/dir/?api=1&destination=139%20Jefferson%20Ave%2C%20Unit%20G%20Toronto%2C%20ON%20CA%20M6K%203E4,,10:30AM - 10:30PM,10:30AM - 10:30PM,10:30AM - 10:30PM,10:30AM - 10:30PM,10:30AM - 10:30PM,10:30AM - 10:30PM,10:30AM - 10:30PM,Y,Y,,,,,,https://images.weedmaps.com/dispensaries/000/304/715/avatar/1636492596-img_6491.JPG?fit=crop&auto=format&w=140&h=140
Kindling Cannabis,1567 Dundas St W,"Toronto, ON CA M6K 1T9",Canada,6476064833,salim@kindlingcannabis.com,https://kindlingcannabis.com/,,,,https://www.google.com/maps/dir/?api=1&destination=1567%20Dundas%20St%20W%20Toronto%2C%20ON%20CA%20M6K%201T9,Adult-Use Retail: CRSA1198538,10:00AM - 10:00PM,10:00AM - 10:00PM,10:00AM - 10:00PM,10:00AM - 10:00PM,10:00AM - 10:00PM,10:00AM - 10:00PM,10:00AM - 10:00PM,Y,Y,,,,,,https://images.weedmaps.com/static/placeholders/weedmaps-logo.jpg?fit=crop&auto=format&w=140&h=140
